中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
35.202.158.120,443,35.202.158.120,US,Chicago,中转,22 ms,840 Mbps,107520 kB/s,107520.0
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,72 ms,564 Mbps,72294 kB/s,72294.0
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,91 ms,549 Mbps,70348 kB/s,70348.0
152.67.251.232,443,152.67.251.232,US,San Jose,中转,51 ms,541 Mbps,69324 kB/s,69324.0
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,53 ms,538 Mbps,68915 kB/s,68915.0
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,66 ms,503 Mbps,64409 kB/s,64409.0
192.18.130.65,443,192.18.130.65,US,San Jose,中转,55 ms,476 Mbps,61030 kB/s,61030.0
129.80.240.73,443,2604:980:1003:ed:0:bb94:5912:f402,US,Ashburn,隧道,68 ms,468 Mbps,60006 kB/s,60006.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,440 Mbps,56320 kB/s,56320.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,434 Mbps,55603 kB/s,55603.0
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,54 ms,415 Mbps,53145 kB/s,53145.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,73 ms,404 Mbps,51814 kB/s,51814.0
18.216.55.100,443,18.216.55.100,US,Chicago,中转,11 ms,404 Mbps,51814 kB/s,51814.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,323 Mbps,41369 kB/s,41369.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,115 ms,261 Mbps,33484 kB/s,33484.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,252 Mbps,32256 kB/s,32256.0
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,111 ms,227 Mbps,29081 kB/s,29081.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,130 ms,212 Mbps,27136 kB/s,27136.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,145 ms,204 Mbps,26112 kB/s,26112.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,197 Mbps,25292 kB/s,25292.0
141.144.202.248,443,2a0b:21c0:1007:1c7:0:dee9:a42c:dcf7,DE,Frankfurt,隧道,129 ms,196 Mbps,25088 kB/s,25088.0
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,111 ms,191 Mbps,24473 kB/s,24473.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,188 Mbps,24064 kB/s,24064.0
143.47.189.4,443,2606:f240:f00:2be4:0:9b01:eb8d:ac36,US,Frankfurt,隧道,110 ms,182 Mbps,23347 kB/s,23347.0
47.88.15.127,443,47.88.15.127,US,San Jose,中转,84 ms,159 Mbps,20377 kB/s,20377.0
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,115 ms,159 Mbps,20377 kB/s,20377.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,149 Mbps,19148 kB/s,19148.0
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,137 ms,134 Mbps,17203 kB/s,17203.0
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,174 ms,129 Mbps,16588 kB/s,16588.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,34 ms,122 Mbps,15667 kB/s,15667.0
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,170 ms,107 Mbps,13721 kB/s,13721.0
132.145.65.248,443,2a0b:21c0:100a:1f9:0:e53c:2d73:1726,DE,Frankfurt,隧道,128 ms,107 Mbps,13721 kB/s,13721.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,222 ms,100 Mbps,12902 kB/s,12902.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,170 ms,100 Mbps,12902 kB/s,12902.0
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,193 ms,99 Mbps,12697 kB/s,12697.0
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,222 ms,96 Mbps,12288 kB/s,12288.0
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,23 ms,94 Mbps,12083 kB/s,12083.0
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,169 ms,92 Mbps,11776 kB/s,11776.0
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,132 ms,91 Mbps,11673 kB/s,11673.0
152.70.254.192,443,217.142.144.225,KR,Seoul,隧道,207 ms,84 Mbps,10854 kB/s,10854.0
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,220 ms,81 Mbps,10444 kB/s,10444.0
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,196 ms,80 Mbps,10342 kB/s,10342.0
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,241 ms,76 Mbps,9830 kB/s,9830.0
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,232 ms,76 Mbps,9773 kB/s,9773.0
8.219.216.7,443,8.219.66.146,SG,Singapore,隧道,208 ms,73 Mbps,9352 kB/s,9352.0
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,33 ms,73 Mbps,9346 kB/s,9346.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,245 ms,71 Mbps,9144 kB/s,9144.0
8.212.44.95,443,47.76.21.93,HK,Hong Kong,隧道,233 ms,71 Mbps,9128 kB/s,9128.0
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,223 ms,70 Mbps,9016 kB/s,9016.0
8.212.48.236,443,47.76.21.114,HK,Hong Kong,隧道,271 ms,67 Mbps,8619 kB/s,8619.0
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,237 ms,64 Mbps,8209 kB/s,8209.0
152.69.232.160,443,128.14.104.155,SG,Singapore,隧道,238 ms,61 Mbps,7810 kB/s,7810.0
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,234 ms,59 Mbps,7631 kB/s,7631.0
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,76 ms,54 Mbps,6972 kB/s,6972.0
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,118 ms,49 Mbps,6399 kB/s,6399.0
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,114 ms,46 Mbps,5989 kB/s,5989.0
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,38 ms,42 Mbps,5486 kB/s,5486.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,124 ms,42 Mbps,5437 kB/s,5437.0
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,121 ms,41 Mbps,5327 kB/s,5327.0
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,182 ms,40 Mbps,5228 kB/s,5228.0
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,185 ms,39 Mbps,5061 kB/s,5061.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,238 ms,39 Mbps,5045 kB/s,5045.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,211 ms,39 Mbps,4995 kB/s,4995.0
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,114 ms,38 Mbps,4980 kB/s,4980.0
130.162.144.191,443,2a09:bac1:3f40:90::20b:8d,KR,Seoul,隧道,214 ms,37 Mbps,4848 kB/s,4848.0
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,194 ms,37 Mbps,4816 kB/s,4816.0
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,132 ms,36 Mbps,4697 kB/s,4697.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,35 Mbps,4488 kB/s,4488.0
168.138.50.249,443,168.138.50.249,JP,Los Angeles,中转,207 ms,34 Mbps,4468 kB/s,4468.0
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,240 ms,34 Mbps,4384 kB/s,4384.0
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,28 ms,33 Mbps,4261 kB/s,4261.0
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,231 ms,31 Mbps,4068 kB/s,4068.0
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,220 ms,31 Mbps,4051 kB/s,4051.0
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,115 ms,30 Mbps,3895 kB/s,3895.0
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,238 ms,28 Mbps,3632 kB/s,3632.0
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,22 ms,27 Mbps,3579 kB/s,3579.0
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,118 ms,27 Mbps,3488 kB/s,3488.0
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,198 ms,20 Mbps,2611 kB/s,2611.0
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,82 ms,15 Mbps,1940 kB/s,1940.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,14 Mbps,1817 kB/s,1817.0
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,153 ms,12 Mbps,1540 kB/s,1540.0
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,75 ms,11 Mbps,1500 kB/s,1500.0
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,247 ms,9 Mbps,1210 kB/s,1210.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,7 Mbps,965 kB/s,965.0
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,44 ms,6 Mbps,832 kB/s,832.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,49 ms,4 Mbps,613 kB/s,613.0
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,228 ms,2 Mbps,356 kB/s,356.0
8.222.130.116,443,8.219.116.219,SG,Singapore,隧道,245 ms,2 Mbps,341 kB/s,341.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,218 ms,2 Mbps,310 kB/s,310.0
47.89.244.253,443,47.89.244.253,US,San Jose,中转,92 ms,2 Mbps,273 kB/s,273.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,214 ms,1 Mbps,243 kB/s,243.0
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,564 ms,0 Mbps,20 kB/s,20.0
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,0 ms,0 Mbps,16 kB/s,16.0
47.57.245.232,443,47.88.7.145,US,San Jose,隧道,246 ms,0 Mbps,13 kB/s,13.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,643 ms,0 Mbps,10 kB/s,10.0
47.254.65.110,443,47.254.65.110,US,San Jose,中转,78 ms,0 Mbps,1 kB/s,1.0
130.61.23.77,443,130.61.23.77,192 Mbps,24678 kB/s,,,,,
