中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,748 Mbps,95744 kB/s,95744.0
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,69 ms,406 Mbps,52019 kB/s,52019.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,384 Mbps,49152 kB/s,49152.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,378 Mbps,48435 kB/s,48435.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,319 Mbps,40857 kB/s,40857.0
35.197.23.75,443,35.212.186.181,US,Seattle,隧道,74 ms,292 Mbps,37376 kB/s,37376.0
35.230.79.26,443,35.212.186.181,US,Seattle,隧道,72 ms,281 Mbps,36044 kB/s,36044.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,274 Mbps,35123 kB/s,35123.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,258 Mbps,33075 kB/s,33075.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,207 Mbps,26521 kB/s,26521.0
204.216.216.148,443,204.216.216.148,IT,Milan,中转,109 ms,197 Mbps,25292 kB/s,25292.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,151 Mbps,19353 kB/s,19353.0
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,160 ms,77 Mbps,9932 kB/s,9932.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,55 Mbps,7160 kB/s,7160.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,47 Mbps,6052 kB/s,6052.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,46 Mbps,5919 kB/s,5919.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,46 Mbps,5896 kB/s,5896.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,39 Mbps,5079 kB/s,5079.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,223 ms,39 Mbps,5037 kB/s,5037.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,38 Mbps,4924 kB/s,4924.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,167 ms,37 Mbps,4830 kB/s,4830.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,35 Mbps,4592 kB/s,4592.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,231 ms,28 Mbps,3685 kB/s,3685.0
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,1273 ms,9 Mbps,1241 kB/s,1241.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,947 kB/s,947.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,229 ms,0 Mbps,75 kB/s,75.0
