中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,57 Mbps,7404 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,62 ms,610 Mbps,78131 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,84 ms,362 Mbps,46387 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,14 ms,880 Mbps,112640 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,80 ms,325 Mbps,41676 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,85 ms,286 Mbps,36659 kB/s
152.70.55.39,443,98.98.166.182,US,Frankfurt,隧道,88 ms,252 Mbps,32358 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,300 Mbps,38400 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,513 Mbps,65740 kB/s
129.80.13.33,443,2604:980:1003:ee:0:b559:e735:b2ff,US,Ashburn,隧道,37 ms,605 Mbps,77516 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,220 Mbps,28262 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,28 ms,54 Mbps,6947 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,275 Mbps,35225 kB/s
129.80.82.83,443,2604:980:1003:ed:0:3790:1ff0:5c49,US,Ashburn,隧道,16 ms,660 Mbps,84582 kB/s
129.146.7.98,443,2a09:bac5:60e9:183c::26a:85,US,Los Angeles,隧道,104 ms,71 Mbps,9133 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,249 ms,2 Mbps,319 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,83 ms,274 Mbps,35123 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,110 ms,0 Mbps,19 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,135 ms,226 Mbps,28979 kB/s
141.148.224.54,443,2a0b:21c0:1007:1cb:0:6db8:db07:5027,DE,Frankfurt,隧道,89 ms,234 Mbps,30003 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,105 ms,38 Mbps,4869 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,342 Mbps,43827 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,237 Mbps,30412 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,112 ms,43 Mbps,5560 kB/s
141.148.241.78,443,2a0b:21c0:1007:1c9:0:629b:4700:af6,DE,Frankfurt,隧道,105 ms,239 Mbps,30617 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,116 ms,249 Mbps,31948 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,133 ms,46 Mbps,5949 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,192 ms,133 Mbps,17100 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,99 ms,90 Mbps,11571 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,52 Mbps,6699 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,96 ms,33 Mbps,4308 kB/s
130.162.145.204,443,217.142.149.56,KR,Seoul,隧道,207 ms,84 Mbps,10752 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,23 ms,48 Mbps,6259 kB/s
143.47.183.201,443,2a0b:21c0:1007:c8:0:b356:b076:902f,DE,Frankfurt,隧道,107 ms,250 Mbps,32051 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,234 ms,40 Mbps,5223 kB/s
150.230.107.89,443,107.151.176.166,US,Los Angeles,隧道,194 ms,98 Mbps,12595 kB/s
152.70.22.175,443,2a0b:21c0:100a:1b5:0:ba78:7ce9:406,DE,Frankfurt,隧道,111 ms,118 Mbps,15155 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,226 ms,81 Mbps,10444 kB/s
130.162.135.9,443,130.162.135.9,KR,Seoul,中转,219 ms,36 Mbps,4713 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,43 Mbps,5557 kB/s
8.219.86.56,443,8.219.66.146,SG,Singapore,隧道,266 ms,49 Mbps,6398 kB/s
129.154.197.32,443,2602:ffe4:407:20d9:0:8d6f:dbd8:42fa,SG,Singapore,隧道,303 ms,44 Mbps,5740 kB/s
8.222.178.150,443,47.84.41.244,SG,Singapore,隧道,294 ms,37 Mbps,4776 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,240 Mbps,30720 kB/s
144.24.185.74,443,2606:f240:f00:2be4:0:2cae:1382:deb7,US,Frankfurt,隧道,95 ms,208 Mbps,26624 kB/s
47.57.14.118,443,47.254.95.194,US,San Jose,隧道,216 ms,1 Mbps,191 kB/s
