中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,16 ms,936 Mbps,119808 kB/s,119808.0
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,16 ms,880 Mbps,112640 kB/s,112640.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,468 Mbps,59904 kB/s,59904.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,448 Mbps,57446 kB/s,57446.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,424 Mbps,54374 kB/s,54374.0
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,49 ms,392 Mbps,50278 kB/s,50278.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,355 Mbps,45465 kB/s,45465.0
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,53 ms,304 Mbps,38912 kB/s,38912.0
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,54 ms,240 Mbps,30822 kB/s,30822.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,229 Mbps,29388 kB/s,29388.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,208 Mbps,26726 kB/s,26726.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,200 Mbps,25600 kB/s,25600.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,187 Mbps,23961 kB/s,23961.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,57 ms,173 Mbps,22220 kB/s,22220.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,138 Mbps,17715 kB/s,17715.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,176 ms,100 Mbps,12800 kB/s,12800.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,221 ms,52 Mbps,6759 kB/s,6759.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,51 Mbps,6559 kB/s,6559.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,121 ms,50 Mbps,6521 kB/s,6521.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,138 ms,49 Mbps,6390 kB/s,6390.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,48 Mbps,6250 kB/s,6250.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,47 Mbps,6117 kB/s,6117.0
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,115 ms,45 Mbps,5881 kB/s,5881.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,102 ms,43 Mbps,5589 kB/s,5589.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,43 Mbps,5548 kB/s,5548.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,180 ms,42 Mbps,5407 kB/s,5407.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,201 ms,38 Mbps,4900 kB/s,4900.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,35 Mbps,4604 kB/s,4604.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,195 ms,34 Mbps,4455 kB/s,4455.0
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,219 ms,30 Mbps,3952 kB/s,3952.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,30 Mbps,3871 kB/s,3871.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,22 ms,19 Mbps,2531 kB/s,2531.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,259 ms,10 Mbps,1359 kB/s,1359.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,147 ms,3 Mbps,479 kB/s,479.0
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,203 ms,3 Mbps,435 kB/s,435.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,215 ms,2 Mbps,345 kB/s,345.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,251 ms,2 Mbps,260 kB/s,260.0
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,191 ms,0 Mbps,37 kB/s,37.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,321 ms,0 Mbps,13 kB/s,13.0
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,190 ms,0 Mbps,1 kB/s,1.0
129.146.46.164,443,129.146.46.164,US,283 Mbps,36249 kB/s,,,,
